Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
26863057,"Age of Myth (The Legends of the First Empire, #1)",Michael J. Sullivan,"Sullivan, Michael J.",,"=""1101965339""","=""9781101965337""",0,4.23,Del Rey,Hardcover,432,2016,2016,,2021/06/27,to-read,to-read (#197),to-read,,,,0,0
61886,"The Curse of Chalion (World of the Five Gods, #1)",Lois McMaster Bujold,"Bujold, Lois McMaster",,"=""0007133618""","=""9780007133611""",0,4.17,Voyager,Paperback,490,2003,2001,,2021/06/26,to-read,to-read (#195),to-read,,,,0,0
22929563,"The Watchmaker of Filigree Street (The Watchmaker of Filigree Street, #1)",Natasha Pulley,"Pulley, Natasha",,"=""1620408333""","=""9781620408339""",0,3.74,Bloomsbury USA,Hardcover,318,2015,2015,,2021/06/24,to-read,to-read (#193),to-read,,,,0,0
54680112,The Kingdoms,Natasha Pulley,"Pulley, Natasha",,"=""1635576083""","=""9781635576085""",0,4.04,Bloomsbury Publishing,Hardcover,448,2021,2021,,2021/06/24,to-read,to-read (#192),to-read,,,,0,0
26811291,A Midwinter Ball,Heidi Ashworth,"Ashworth, Heidi","Annette Lyon, Michele Paige Holmes","=""1941145582""","=""""",3,3.91,Mirror Press,Kindle Edition,302,2015,2015,2021/06/23,2021/06/23,,,read,,,,1,0
54626223,"Harlem Shuffle (Ray Carney, #1)",Colson Whitehead,"Whitehead, Colson",,"=""0385545134""","=""9780385545136""",0,3.74,Doubleday,Hardcover,318,2021,2021,,2021/06/22,"to-read, tbr-history","to-read (#191), tbr-history (#7)",to-read,,,,0,0
54746205,Velvet Was the Night,Silvia Moreno-Garcia,"Moreno-Garcia, Silvia",,"=""0593356829""","=""9780593356821""",0,3.52,Del Rey,Hardcover,289,2021,2021,,2021/06/22,"to-read, tbr-history","to-read (#190), tbr-history (#6)",to-read,,,,0,0
56180285,Shallow Waters,Anita Kopacz,"Kopacz, Anita",,"=""198217966X""","=""9781982179663""",0,3.66,Atria/Black Privilege Publishing,Hardcover,224,2021,2021,,2021/06/22,"to-read, tbr-history","to-read (#189), tbr-history (#5)",to-read,,,,0,0
55711683,The Forest of Vanishing Stars,Kristin Harmel,"Harmel, Kristin",,"=""198215893X""","=""9781982158934""",0,4.26,Gallery Books,Hardcover,376,2021,2021,,2021/06/22,"to-read, tbr-history","to-read (#188), tbr-history (#4)",to-read,,,,0,0
55577664,Island Queen,Vanessa Riley,"Riley, Vanessa",,"=""0063002841""","=""9780063002845""",0,3.91,William Morrow,Hardcover,592,2021,2021,,2021/06/22,"to-read, tbr-history","to-read (#187), tbr-history (#3)",to-read,,,,0,0
57423631,Daughters of Sparta,Claire Heywood,"Heywood, Claire",,"=""0593184378""","=""9780593184370""",0,3.88,Dutton,Paperback,370,2021,2021,,2021/06/22,"to-read, tbr-history","to-read (#186), tbr-history (#2)",to-read,,,,0,0
52217996,"The Business of Blood (The Fiona Mahoney Mysteries, #1)",Kerrigan Byrne,"Byrne, Kerrigan",,"=""1700310283""","=""9781700310286""",0,4.18,Ardent Publishing,Paperback,309,2019,2019,,2021/06/17,tbr-mystery,tbr-mystery (#3),read,,,,0,0
55405972,The Art of Betrayal (Kate Hamilton Mysteries #3),Connie Berry,"Berry, Connie",,"=""1643855948""","=""9781643855943""",0,4.16,Crooked Lane Books,Hardcover,322,2021,2021,,2021/06/17,tbr-mystery,tbr-mystery (#2),read,,,,0,0
55681058,"Tom Clancy Target Acquired (Jack Ryan Jr., 14)",Don Bentley,"Bentley, Don",,"=""""","=""""",0,4.18,G.P. Putnam's Sons,Kindle Edition,432,2021,2021,,2021/06/14,to-read,to-read (#185),to-read,,,,0,0
56056214,"Mystery by the Sea (A Lady Eleanor Swift Mystery, #5)",Verity Bright,"Bright, Verity",,"=""1800193939""","=""""",4,4.39,Bookouture,Kindle Edition,276,2021,2021,2021/06/11,2021/06/11,,,read,,,,1,0
41150342,The Right Sort of Man (Sparks & Bainbridge Mystery #1),Allison Montclair,"Montclair, Allison",,"=""1250178363""","=""9781250178367""",0,3.95,Minotaur Books,Hardcover,320,2019,2019,,2021/06/08,"to-read, tbr-mystery","to-read (#184), tbr-mystery (#1)",to-read,,,,0,0
55507042,Sisters of the Resistance,Christine   Wells,"Wells, Christine",,"=""0063055449""","=""9780063055445""",0,3.92,William Morrow Paperbacks,Paperback,416,2021,2021,,2021/06/03,to-read,to-read (#183),to-read,,,,0,0
68494,"Perdido Street Station (New Crobuzon, #1)",China Miéville,"Miéville, China",,"=""0345459407""","=""9780345459404""",0,3.97,Ballantine Del Rey,Mass Market Paperback,710,2003,2000,,2021/06/01,to-read,to-read (#182),to-read,,,,0,0
12974372,"A Natural History of Dragons (The Memoirs of Lady Trent, #1)",Marie Brennan,"Brennan, Marie",,"=""0765331969""","=""9780765331960""",0,3.84,Tor Books,Hardcover,334,2013,2013,,2021/06/01,"to-read, tbr-fantasy","to-read (#181), tbr-fantasy (#115)",to-read,,,,0,0
337116,The Difference Engine,William Gibson,"Gibson, William",Bruce Sterling,"=""055329461X""","=""9780553294613""",0,3.46,Spectra,Mass Market Paperback,429,1992,1990,,2021/06/01,to-read,to-read (#180),to-read,,,,0,0
56612191,"A Dangerous Pursuit (Regency Spies & Secrets, #1)",Laura Beers,"Beers, Laura",,"=""""","=""""",4,4.21,"Dragonblade Publishing, Inc.",Kindle Edition,250,2021,2021,2021/05/22,2021/05/22,,,read,,,,1,0
54901858,The Widow of Falbrooke Court (Ladies of Devon #3),Kasey Stockton,"Stockton, Kasey",,"=""""","=""""",4,4.16,Golden Owl Press,Kindle Edition,272,2021,2021,2021/05/20,2021/05/20,,,read,,,,1,0
37648244,"A Lady's Guide to Etiquette and Murder (Countess of Harleigh Mystery, #1)",Dianne Freeman,"Freeman, Dianne",,"=""1496716892""","=""""",0,3.80,Kensington Books,Kindle Edition,281,2018,2018,2021/05/18,2021/05/18,,,read,,,,1,0
17247324,"The Anatomist's Wife (Lady Darby Mystery, #1)",Anna Lee Huber,"Huber, Anna Lee",,"=""""","=""""",4,3.95,Berkley Books,Kindle Edition,357,2012,2012,2021/05/09,2021/05/09,,,read,,,,1,0
17875399,"Mortal Arts (Lady Darby Mystery, #2)",Anna Lee Huber,"Huber, Anna Lee",,"=""""","=""""",4,4.00,Berkley,Kindle Edition,384,2013,2013,2021/03/13,2021/03/13,,,read,,,,1,0
44771474,And Dangerous to Know (Rosalind Thorne Mystery #3),Darcie Wilde,"Wilde, Darcie",,"=""149672092X""","=""9781496720924""",0,3.97,Kensington Books,Kindle Edition,382,2019,2019,2021/05/13,2020/02/18,,,read,,,,1,0
45695120,The Lost Letter,Mimi Matthews,"Matthews, Mimi",,"=""""","=""""",4,4.04,Perfectly Proper Press,Kindle Edition,244,2017,2017,2021/05/11,2021/05/10,,,read,,,,1,0
53041569,"Devil in Winter (Wallflowers, #3)",Lisa Kleypas,"Kleypas, Lisa",,"=""""","=""""",4,4.23,HarperCollins e-books ,Kindle Edition,384,2019,2006,2021/05/10,2021/05/10,,,read,,,,1,0
26048545,"Silent in the Sanctuary (Lady Julia Grey, #2)",Deanna Raybourn,"Raybourn, Deanna",,"=""""","=""""",4,4.05,MIRA,Kindle Edition,368,2015,2007,2021/05/09,2021/05/09,,,read,,,,1,0
53590138,Her Lady's Whims and Fancies  (Lords for the Sisters of Sussex #3),Jen Geigle Johnson,"Johnson, Jen Geigle",,"=""""","=""""",4,4.21,,Kindle Edition,198,2020,2020,2021/05/08,2021/05/08,,,read,,,,1,0
55126667,Reforming the Duke  (Regency Matchmakers #2),Laura Beers,"Beers, Laura",,"=""""","=""""",4,4.29,,Kindle Edition,232,2021,2021,2021/05/07,2021/05/07,,,read,,,,1,0
56818447,Pining for Lord Lockhart,Jen Geigle Johnson,"Johnson, Jen Geigle",,"=""""","=""""",3,4.19,Kings Row Press,Kindle Edition,,2021,2021,2021/05/05,2021/05/05,,,read,,,,1,0
56966819,"The Secrets of a Scoundrel (Scoundrels, Rakes and Rogues Book 3)",Mindy Burbidge  Strunk,"Strunk, Mindy Burbidge",,"=""""","=""""",4,4.30,FiveJoys Press,Kindle Edition,255,2021,,2021/05/01,2021/05/01,,,read,,,,1,0
55126671,The Captain's Confidant  (Larkhall Letters #2),Ashtyn Newbold,"Newbold, Ashtyn",,"=""""","=""""",4,4.27,Three Leaf Publishing,Kindle Edition,320,2021,2021,2021/04/26,2021/04/26,,,read,,,,1,0
4590265,"The Tourist (Milo Weaver, #1)",Olen Steinhauer,"Steinhauer, Olen",,"=""0312369727""","=""9780312369729""",0,3.78,Minotaur Books/Macmillan,Hardcover,408,2009,2009,,2021/04/25,to-read,to-read (#177),to-read,,,,0,0
8282273,"When the Duke Returns (Desperate Duchesses, #4)",Eloisa James,"James, Eloisa",,"=""""","=""""",4,3.76,Harper Collins e-books (Avon),Kindle Edition,386,2009,2008,2021/04/15,2021/04/15,,,read,,,,1,0
57201683,"Shining Knight (Gentlemen of Knights, #5)",Elizabeth  Johns,"Johns, Elizabeth",,"=""""","=""""",4,4.48,"Dragonblade Publishing, Inc.",Kindle Edition,215,2021,2021,2021/04/12,2021/04/12,,,read,,,,1,0
55583777,"A Duke for the Holidays (Love and Rogues, #1)",Jillian Eaton,"Eaton, Jillian",,"=""""","=""""",4,3.98,,Kindle Edition,92,2020,2015,2021/04/08,2021/04/08,,,read,,,,1,0
56965253,Fall From Lace (Spinsters' Sewing Circle Regency Cozy Mysteries #1),Emily  Claire,"Claire, Emily",,"=""""","=""""",4,4.26,,Kindle Edition,261,2021,2021,2021/04/06,2021/04/06,,,read,,,,1,0
53608492,New Year's Masquerade,Katherine  Grant,"Grant, Katherine",,"=""""","=""""",2,3.87,,Kindle Edition,61,2020,2020,2021/04/03,2021/04/03,,,read,,,,1,0
51196285,The Invisible Life of Addie LaRue,V.E. Schwab,"Schwab, V.E.",,"=""1785652516""","=""""",0,4.20,Titan Books,Kindle Edition,449,2020,2020,,2021/04/01,to-read,to-read (#174),to-read,,,,0,0
18142836,"Captain Lacey Regency Mysteries Volume Two (Captain Lacey Regency Mysteries, #4-6)",Ashley Gardner,"Gardner, Ashley",,"=""""","=""""",0,4.40,JA / AG Publishing,Kindle Edition,700,2013,2013,2021/03/31,2021/03/31,,,read,,,,1,0
13495388,"Captain Lacey Regency Mysteries Volume One (Captain Lacey Regency Mysteries, #1-3)",Ashley Gardner,"Gardner, Ashley",,"=""1941229123""","=""""",4,4.16,JA / AG Publishing,Kindle Edition,646,2012,2012,2021/03/30,2021/03/29,,,read,,,,1,0
36112089,"The Spy Who Seduced Her (The Brethren, #1)",Christi Caldwell,"Caldwell, Christi",,"=""""","=""""",5,4.12,Christi Caldwell Incorporated,Kindle Edition,253,2017,2017,2021/03/28,2021/03/27,,,read,,,,1,0
23658400,"The Fellingham Minx (Love Takes Root, #3)",Lynn Messina,"Messina, Lynn",,"=""""","=""""",4,3.73,Potatoworks Press,Kindle Edition,74,2014,2014,2021/03/27,2021/03/27,,,read,,,,1,0
34097591,"Proud Mary (Roxton Family Saga, #4)",Lucinda Brant,"Brant, Lucinda",,"=""0987073877""","=""""",3,4.38,Sprigleaf,Kindle Edition,378,2017,,2021/03/26,2021/03/26,,,read,,,,1,0
14435190,City of Jasmine,Deanna Raybourn,"Raybourn, Deanna",,"=""0778316211""","=""9780778316213""",0,3.71,Harlequin MIRA,Paperback,354,2014,2013,,2021/03/27,to-read,to-read (#173),to-read,,,,0,0
53250640,"A Well-Trained Lady (Seasons of Change, #4)",Jess Heileman,"Heileman, Jess",,"=""""","=""""",3,4.29,Vagabond Publishing,Kindle Edition,344,2020,2019,2020/10/14,2020/10/14,,,read,,,,1,0
56921651,"Dukes, Drinks, and Murder (Victoria Parker Regency Mysteries, #1)",Jennifer Monroe,"Monroe, Jennifer",,"=""""","=""""",4,3.75,,Kindle Edition,177,2021,2021,2021/03/23,2021/03/23,,,read,,,,1,0
56657602,"Love & Murder (Eliza Winter Mysteries, #1)",Erin St. James,"James, Erin St.",,"=""""","=""""",3,4.09,,Kindle Edition,200,2021,2021,2021/03/23,2021/03/23,,,read,,,,1,0
18929634,"A Grave Matter (Lady Darby Mystery, #3)",Anna Lee Huber,"Huber, Anna Lee",,"=""""","=""""",0,4.05,Berkley,Kindle Edition,432,2014,2014,2021/03/13,2021/03/13,,,read,,,,1,0
41140543,"An Infamous Betrayal (Beatrice Hyde-Clare Mysteries, #3)",Lynn Messina,"Messina, Lynn",,"=""1942218249""","=""9781942218241""",4,4.24,Potatoworks Press,Kindle Edition,276,2018,2018,2020/04/01,2020/03/31,,,read,,,,1,0
10751065,"Deadly Engagement (Alec Halsey Mystery, #1)",Lucinda Brant,"Brant, Lucinda",,"=""0980801338""","=""""",4,3.87,Sprigleaf,Kindle Edition,297,2011,2003,2021/03/10,2021/03/09,,,read,,,,1,0
8730160,"Where Serpents Sleep (Sebastian St. Cyr, #4)",C.S. Harris,"Harris, C.S.",,"=""""","=""""",4,4.25,NAL,Kindle Edition,364,2008,2008,2021/03/09,2021/03/09,,,read,,,,1,0
25884,"The Road to Jerusalem (The Knight Templar, #1)",Jan Guillou,"Guillou, Jan",Anna Paterson,"=""0752848372""","=""9780752848372""",0,4.00,Orion,Paperback,320,2002,1998,,2021/02/28,to-read,to-read (#171),to-read,,,,0,0
578428,"Under the Eagle (Eagle, #1)",Simon Scarrow,"Scarrow, Simon",,"=""0747266298""","=""9780747266297""",0,4.10,Headline,Paperback,256,2001,2000,,2021/02/28,to-read,to-read (#170),to-read,,,,0,0
29596734,"Windrush (Jack Windrush, #1)",Malcolm Archibald,"Archibald, Malcolm",,"=""""","=""""",0,4.11,Creativia,Kindle Edition,275,2016,,,2021/02/28,to-read,to-read (#169),to-read,,,,0,0
852721,Ramage (Lord Ramage #1),Dudley Pope,"Pope, Dudley",Alexander Kent,"=""0935526765""","=""9780935526769""",0,4.01,Mcbooks Press,Paperback,319,2000,1964,,2021/02/28,to-read,to-read (#168),to-read,,,,0,0
55262194,The Lightning Tree,Patrick Rothfuss,"Rothfuss, Patrick",,"=""""","=""""",0,3.97,,,93,2014,2014,,2021/02/27,to-read,to-read (#166),to-read,,,,0,0
219205,"Lord Foul's Bane (The Chronicles of Thomas Covenant the Unbeliever, #1)",Stephen R. Donaldson,"Donaldson, Stephen R.",,"=""0345348656""","=""9780345348654""",0,3.72,Del Rey / Ballantine,Mass Market Paperback,480,1989,1977,,2021/02/27,to-read,to-read (#165),to-read,,,,0,0
45100,"Ship of Magic (Liveship Traders, #1)",Robin Hobb,"Hobb, Robin",,"=""000649885X""","=""9780006498858""",0,4.20,Voyager,Mass Market Paperback,880,1999,1998,,2021/02/27,"to-read, tbr-fantasy","to-read (#164), tbr-fantasy (#99)",to-read,,,,0,0
54247089,A Lady's Formula for Love (The Secret Scientists of London #1),Elizabeth  Everett,"Everett, Elizabeth",,"=""""","=""""",4,3.37,Berkley,Kindle Edition,331,2021,2021,2021/02/22,2021/02/11,,,read,,,,1,0
12503403,"Seeking Persephone (The Lancaster Family, #1)",Sarah M. Eden,"Eden, Sarah M.",,"=""""","=""""",4,4.17,Covenant Communications,Kindle Edition,288,2011,2008,2021/02/15,2021/02/15,,,read,,,,1,0
17456601,Drops of Gold (The Jonquil Brothers #2),Sarah M. Eden,"Eden, Sarah M.",,"=""""","=""""",4,4.20,Covenant Communications,Kindle Edition,192,2013,2008,2021/02/14,2021/02/14,,,read,,,,1,0
34197575,A Fine Gentleman (The Jonquil Brothers #4),Sarah M. Eden,"Eden, Sarah M.",,"=""""","=""""",4,4.05,Covenant Communications,Kindle Edition,256,2017,2008,2021/02/13,2021/02/13,,,read,,,,1,0
1067,1776,David McCullough,"McCullough, David",,"=""0743226720""","=""9780743226721""",0,4.09,Simon  Schuster,Paperback,386,2006,2005,,2021/02/12,to-read,to-read (#163),to-read,,,,0,0
20423220,As You Are (The Jonquil Brothers #3),Sarah M. Eden,"Eden, Sarah M.",,"=""162108681X""","=""9781621086819""",4,4.19,Covenant Communications,Kindle Edition,191,2014,2008,2021/02/12,2021/02/12,,,read,,,,1,0
17727342,Libby's London Merchant,Carla Kelly,"Kelly, Carla",,"=""""","=""""",3,3.87,InterMix,Kindle Edition,224,2012,1991,2021/02/06,2021/02/04,,,read,,,,1,0
23560810,"Dearest Rogue (Maiden Lane, #8)",Elizabeth Hoyt,"Hoyt, Elizabeth",,"=""""","=""""",4,3.99,Grand Central Publishing,Kindle Edition,353,2015,2015,2021/02/04,2021/02/04,,,read,,,,1,0
77288,George Washington's War: The Saga of the American Revolution,Robert Leckie,"Leckie, Robert",,"=""006092215X""","=""9780060922153""",0,4.29,Harper Perennial,Paperback,688,1993,1992,,2021/02/03,"to-read, tbr-history","to-read (#158), tbr-history (#1)",to-read,,,,0,0
794310,"Women's Letters from Ancient Egypt, 300 BC-AD 800",Roger S. Bagnall,"Bagnall, Roger S.",Raffaella Cribiore,"=""0472115065""","=""9780472115068""",0,4.00,University of Michigan Press,Hardcover,440,2006,2006,,2021/02/03,to-read,to-read (#161),to-read,,,,0,0
19500064,The Woman Who Would Be King: Hatshepsut's Rise to Power in Ancient Egypt,Kara Cooney,"Cooney, Kara",,"=""0307956768""","=""9780307956767""",0,3.63,Crown Publishing,Hardcover,298,2014,2014,,2021/02/03,"to-read, tbr-history","to-read (#160), tbr-history (#79)",to-read,,,,0,0
139310,The Oxford History of Ancient Egypt (Oxford Illustrated Histories),Ian Shaw,"Shaw, Ian",,"=""0198150342""","=""9780198150343""",0,4.03,Oxford University Press,Hardcover,512,2000,2000,,2021/02/03,to-read,to-read (#159),to-read,,,,0,0
91017,Rubicon: The Last Years of the Roman Republic,Tom Holland,"Holland, Tom",,"=""1400078970""","=""9781400078974""",0,4.21,Anchor,Paperback,464,2005,2003,,2021/02/03,to-read,to-read (#157),to-read,,,,0,0
2166088,Byzantium: The Surprising Life of a Medieval Empire,Judith Herrin,"Herrin, Judith",,"=""0713999977""","=""9780713999976""",0,3.91,Penguin,Hardcover,416,2007,2007,,2021/02/03,to-read,to-read (#156),to-read,,,,0,0
16070774,Vikings,Neil Oliver,"Oliver, Neil",,"=""0297867873""","=""9780297867876""",0,3.84,George Weidenfeld & Nicholson,Hardcover,261,2012,2012,,2021/02/03,to-read,to-read (#155),to-read,,,,0,0
5989201,Greek History: The Basics,Robin Osborne,"Osborne, Robin",,"=""""","=""""",0,3.44,,Kindle Edition,186,,2004,,2021/02/03,to-read,to-read (#154),to-read,,,,0,0
7117015,Ancient Greece: A History in Eleven Cities,Paul Anthony Cartledge,"Cartledge, Paul Anthony",,"=""0199233381""","=""9780199233380""",0,3.38,Oxford University Press (NY),Hardcover,283,2010,2009,,2021/02/03,to-read,to-read (#153),to-read,,,,0,0
544707,The Celts,Nora Chadwick,"Chadwick, Nora",Barry Cunliffe,"=""0140250743""","=""9780140250749""",0,3.93,Penguin Books,Paperback,320,1998,1970,,2021/02/03,to-read,to-read (#152),to-read,,,,0,0
256525,The Ancient Celts,Barry Cunliffe,"Cunliffe, Barry",,"=""0140254226""","=""9780140254228""",0,3.94,Penguin Books,Paperback,360,2000,2018,,2021/02/03,to-read,to-read (#151),to-read,,,,0,0
53174741,The Berlin Girl: A Novel of World War II,Mandy  Robotham,"Robotham, Mandy",,"=""0008418632""","=""9780008418632""",0,4.08,Avon,Paperback,400,2020,2020,,2021/02/02,to-read,to-read (#150),to-read,,,,0,0
50089336,Code Name Hélène,Ariel Lawhon,"Lawhon, Ariel",,"=""0385544685""","=""9780385544689""",0,4.42,Doubleday Books,Hardcover,451,2020,2020,,2021/01/30,to-read,to-read (#149),to-read,,,,0,0
40227878,The Dead On Leave,Chris Nickson,"Nickson, Chris",,"=""1911445618""","=""9781911445616""",0,4.41,Endeavour Quill,ebook,,2018,2018,,2021/01/26,to-read,to-read (#148),to-read,,,,0,0
40164348,"The Hanging Psalm (Simon Westow, #1)",Chris Nickson,"Nickson, Chris",,"=""0727888315""","=""9780727888310""",0,4.02,Severn House,Hardcover,224,2019,2019,,2021/01/25,to-read,to-read (#146),to-read,,,,0,0
49563439,The Bookseller and the Earl (Merry Misfits of Bath #1),Callie Hutton,"Hutton, Callie",,"=""""","=""""",4,4.15,Callie Hutton,Kindle Edition,177,2019,2019,2021/01/17,2021/01/16,,,read,,,,1,0
43263486,The Widow of Rose House,Diana Biller,"Biller, Diana",,"=""1250297850""","=""9781250297853""",0,3.84,St. Martin's Griffin,Paperback,352,2019,2019,,2021/01/16,to-read,to-read (#145),to-read,,,,0,0
56228204,The Best-Laid Plans (The Huntresses),Sarah M. Eden,"Eden, Sarah M.",,"=""""","=""""",4,4.10,Covenant Communications,Kindle Edition,134,2021,2021,2021/01/11,2021/01/11,,,read,,,,1,0
50419850,"Henry VII and the Tudor Pretenders: Simnel, Warbeck, and Warwick",Nathen Amin,"Amin, Nathen",,"=""1445675080""","=""9781445675084""",0,4.43,Amberley Publishing,Hardcover,384,2021,,,2021/01/10,to-read,to-read (#144),to-read,,,,0,0
456724,"River of Darkness (John Madden, #1)",Rennie Airth,"Airth, Rennie",,"=""0143035703""","=""9780143035701""",0,3.95,Penguin Books,Paperback,480,2005,1999,,2021/01/09,to-read,to-read (#143),to-read,,,,0,0
627614,"Night Soldiers (Night Soldiers, #1)",Alan Furst,"Furst, Alan",,"=""0375760008""","=""9780375760006""",0,3.93,Random House Trade Paperbacks,Paperback,456,2002,1988,,2021/01/09,to-read,to-read (#142),to-read,,,,0,0
1074808,"The Last Kashmiri Rose (Joe Sandilands, #1)",Barbara Cleverly,"Cleverly, Barbara",,"=""0385339712""","=""9780385339711""",0,3.76,Delta,Paperback,322,2006,2001,,2021/01/09,to-read,to-read (#140),to-read,,,,0,0
554330,"The Strange Files of Fremont Jones (Fremont Jones, #1)",Dianne Day,"Day, Dianne",,"=""055356921X""","=""9780553569216""",0,3.77,Crimeline,Mass Market Paperback,245,1996,1995,,2021/01/09,to-read,to-read (#139),to-read,,,,0,0
13056152,"The Yard (Scotland Yard's Murder Squad, #1)",Alex Grecian,"Grecian, Alex",,"=""0399149546""","=""9780399149542""",0,3.83,Putnam Books,Hardcover,422,2012,2012,,2021/01/09,"to-read, tbr-historical-mystery","to-read (#138), tbr-historical-mystery (#37)",to-read,,,,0,0
6611809,"Heresy (Giordano Bruno, #1)",S.J. Parris,"Parris, S.J.",,"=""0385531281""","=""9780385531283""",0,3.80,Doubleday,Hardcover,435,2010,2010,,2021/01/09,to-read,to-read (#137),to-read,,,,0,0
166670,"Death Comes As Epiphany (Catherine LeVendeur, #1)",Sharan Newman,"Newman, Sharan",,"=""0765303744""","=""9780765303745""",0,3.91,Forge Books,Paperback,320,2002,1993,,2021/01/09,to-read,to-read (#135),to-read,,,,0,0
61463,"The Winter Queen (Erast Fandorin Mysteries, #1)",Boris Akunin,"Akunin, Boris",Andrew Bromfield,"=""0753817594""","=""9780753817599""",0,3.90,Phoenix Press,Paperback,256,2004,1998,,2021/01/09,to-read,to-read (#134),to-read,,,,0,0
234559,"The Queen's Man (Justin de Quincy, #1)",Sharon Kay Penman,"Penman, Sharon Kay",,"=""034542316X""","=""9780345423160""",0,3.87,Fawcett,Paperback,288,2000,1996,,2021/01/09,to-read,to-read (#133),to-read,,,,0,0
49488,"A Conspiracy of Paper (Benjamin Weaver, #1)",David Liss,"Liss, David",,"=""034911420X""","=""9780349114200""",0,3.87,Abacus,Paperback,506,2001,2000,,2021/01/09,to-read,to-read (#132),to-read,,,,0,0
102720,"Roman Blood (Roma Sub Rosa, #1)",Steven Saylor,"Saylor, Steven",,"=""0312972962""","=""9780312972967""",0,3.94,Minotaur Books,Mass Market Paperback,401,2000,1991,,2021/01/09,"to-read, tbr-historical-mystery","to-read (#131), tbr-historical-mystery (#87)",to-read,,,,0,0
15039105,"Shadow Roll (A Sam Russo Mystery, #1)",Ki Longfellow,"Longfellow, Ki",,"=""1937819000""","=""9781937819002""",0,4.03,Eio Books,Paperback,240,2013,2013,,2021/01/09,to-read,to-read (#130),to-read,,,,0,0
46033456,"A Willful Grievance (Lillie Mead, #2)",Lisa Zumpano,"Zumpano, Lisa",,"=""""","=""""",0,4.43,Fielding House Press,Kindle Edition,298,2019,,,2021/01/09,to-read,to-read (#128),to-read,,,,0,0
21538609,The Firebird's Feather,Marjorie Eccles,"Eccles, Marjorie",,"=""0727884263""","=""9780727884268""",0,3.18,Severn House,Hardcover,224,2014,2014,,2021/01/09,to-read,to-read (#127),to-read,,,,0,0
34260192,Gone on Sunday (Cotton Lee Penn Historical Mystery #1),Tower Lowe,"Lowe, Tower",,"=""1542820723""","=""9781542820721""",0,4.05,CreateSpace Independent Publishing Platform,Paperback,293,2017,,,2021/01/09,to-read,to-read (#126),to-read,,,,0,0
49045505,"Mystery at Glennon Hall (Glennon Normal School Historical Mystery, #1)",R.A. Wallace,"Wallace, R.A.",,"=""""","=""""",0,4.02,,Kindle Edition,172,2019,,,2021/01/09,to-read,to-read (#125),to-read,,,,0,0
38622585,The Mystery at Falconbridge Hall: An atmospheric Gothic mystery and a slow-burn romance!,Maggi Andersen,"Andersen, Maggi",,"=""""","=""""",0,4.00,,Kindle Edition,297,2018,2012,,2021/01/09,to-read,to-read (#124),to-read,,,,0,0
52562925,"Last Secret Keystone (Joey Peruggia, #3)",Phil Philips,"Philips, Phil",,"=""0648272478""","=""9780648272472""",0,4.29,Phil Philips,Kindle Edition,327,2019,,,2021/01/09,to-read,to-read (#123),to-read,,,,0,0
37844983,The Dewey Webb Series: Box Set 1-3 (The Dewey Webb Historical Mystery Series),Renee Pawlish,"Pawlish, Renee",,"=""""","=""""",0,4.33,Creative Cat Press,Kindle Edition,352,2018,,,2021/01/09,to-read,to-read (#122),to-read,,,,0,0
55820333,The Frenchman,Jack  Beaumont,"Beaumont, Jack",,"=""1760529389""","=""9781760529383""",0,4.11,Allen & Unwin,Paperback,400,2021,2021,,2021/01/09,to-read,to-read (#120),to-read,,,,0,0
97875,"44 Scotland Street (44 Scotland Street, #1)",Alexander McCall Smith,"Smith, Alexander McCall",Iain McIntosh,"=""1400079446""","=""9781400079445""",0,3.61,Anchor,Paperback,325,2005,2004,,2021/01/09,to-read,to-read (#119),to-read,,,,0,0
43406234,Seduction on a Snowy Night,Madeline Hunter,"Hunter, Madeline","Sabrina Jeffries, Mary Jo Putney","=""""","=""""",3,3.75,Kensington Books,Kindle Edition,321,2019,2019,2021/01/02,2021/01/02,,,read,,,,1,0
54595827,Murder at the Mayfair Hotel (Cleopatra Fox Mysteries #1),C.J. Archer,"Archer, C.J.",,"=""""","=""""",4,3.89,Amazon Digital Services,Kindle Edition,402,2020,2020,2020/12/31,2020/12/31,,,read,,,,1,0
43539308,"A Little Hatred (The Age of Madness, #1)",Joe Abercrombie,"Abercrombie, Joe",,"=""031634186X""","=""""",0,4.45,Orbit,Kindle Edition,481,2019,2019,2020/12/31,2020/11/28,,,read,,,,1,0
53302845,"Olive Bright, Pigeoneer (An Olive Bright Mystery, #1)",Stephanie  Graves,"Graves, Stephanie",Alyssa Goodnight,"=""1496731514""","=""9781496731517""",0,3.70,Kensington,Hardcover,304,2020,,,2020/12/28,to-read,to-read (#118),to-read,,,,0,0
17155964,"A Kiss for Midwinter (Brothers Sinister, #1.5)",Courtney Milan,"Milan, Courtney",,"=""""","=""""",0,3.88,Courtney Milan,Kindle Edition,96,2012,2012,2020/12/23,2020/12/23,,,read,,,,1,0
